ph,temperature,turbidity,dissolved_oxygen,ammonia,label
6.63,9.23,0.85,10.02,0.0,SALMON
7.54,27.04,28.09,6.79,0.001,ROHU
8.26,10.26,1.97,10.37,0.001,SALMON
7.05,11.92,1.74,8.57,0.008,SALMON
7.69,30.26,19.57,4.36,0.045,TILAPIA
6.85,10.67,4.42,8.68,0.005,TROUT
7.52,20.82,12.42,7.93,0.015,CARP
7.7,22.73,79.9,4.42,0.052,CATFISH
8.05,31.17,46.54,3.41,0.0,TILAPIA
7.98,21.4,26.54,7.01,0.028,CARP
7.8,24.51,41.81,4.67,0.068,CATFISH
7.03,26.21,38.34,6.85,0.047,TILAPIA
8.12,24.4,20.76,5.17,0.035,ROHU
6.01,28.95,71.65,3.34,0.035,CATFISH
6.91,14.55,7.45,7.1,0.006,TROUT
7.0,8.75,1.98,8.43,0.008,SALMON
8.16,24.12,40.3,4.95,0.041,ROHU
7.62,11.92,4.86,9.2,0.005,TROUT
6.91,26.06,79.18,5.45,0.008,CATFISH
7.62,30.1,5.18,7.57,0.005,SHRIMP
7.18,23.52,33.12,3.81,0.002,CATFISH
8.17,12.28,3.73,10.24,0.002,SALMON
7.51,11.27,5.61,7.77,0.002,TROUT
8.17,18.35,12.8,7.11,0.022,CARP
7.49,24.41,32.28,6.04,0.031,CARP
7.71,27.63,19.16,5.68,0.038,CARP
8.01,9.92,1.34,9.75,0.003,SALMON
7.99,11.95,4.74,7.24,0.001,TROUT
7.08,29.92,38.99,4.16,0.043,CATFISH
6.57,26.72,43.18,2.99,0.032,CATFISH
7.29,15.66,3.8,8.34,0.008,TROUT
7.07,28.73,93.5,3.5,0.078,CATFISH
8.32,22.0,22.45,7.4,0.022,CARP
7.72,16.34,8.55,7.48,0.006,TROUT
7.42,8.32,1.54,9.31,0.001,SALMON
8.39,23.09,35.45,4.18,0.021,CARP
6.53,10.47,9.18,7.37,0.008,TROUT
8.45,24.45,32.13,4.74,0.014,ROHU
7.86,14.38,9.52,7.44,0.003,TROUT
7.17,11.99,0.42,10.42,0.005,SALMON
6.68,9.33,0.47,8.32,0.006,SALMON
8.45,25.54,8.63,5.71,0.01,SHRIMP
8.32,27.6,42.63,6.86,0.041,ROHU
7.9,25.07,8.2,5.11,0.008,SHRIMP
8.11,29.81,25.52,3.66,0.007,TILAPIA
8.17,26.15,19.74,5.53,0.015,SHRIMP
8.13,10.01,3.01,8.74,0.006,SALMON
8.14,30.29,14.26,7.93,0.004,SHRIMP
8.4,25.75,15.56,5.34,0.007,SHRIMP
8.4,25.4,12.82,6.59,0.001,SHRIMP
7.49,10.39,1.4,9.73,0.005,SALMON
7.49,10.06,6.64,9.74,0.004,TROUT
8.16,24.99,40.22,3.25,0.03,TILAPIA
7.86,14.46,2.92,8.03,0.003,SALMON
8.24,26.9,32.46,5.13,0.003,CARP
8.2,28.36,10.06,5.46,0.007,SHRIMP
8.3,26.13,16.31,5.71,0.009,CARP
7.64,14.34,1.81,7.81,0.006,TROUT
7.37,23.14,30.98,7.43,0.043,ROHU
6.85,17.36,2.48,8.59,0.005,TROUT
6.48,29.09,88.12,5.59,0.089,CATFISH
8.06,12.77,4.39,9.47,0.004,SALMON
7.04,13.74,1.43,8.13,0.006,SALMON
8.28,27.03,76.8,5.48,0.073,CATFISH
6.15,22.34,32.06,3.93,0.084,CATFISH
7.59,29.55,25.69,4.78,0.048,ROHU
7.51,20.81,37.84,5.09,0.027,CARP
7.99,16.16,5.68,9.24,0.009,TROUT
7.24,26.33,15.75,7.08,0.01,CARP
7.17,25.84,48.1,4.05,0.024,TILAPIA
6.8,22.09,83.32,3.49,0.087,CATFISH
7.99,14.73,1.62,10.25,0.003,SALMON
7.25,28.41,17.82,7.16,0.038,ROHU
8.49,26.96,75.16,4.76,0.088,CATFISH
7.09,23.87,31.95,5.36,0.034,ROHU
8.01,13.02,0.36,8.76,0.008,SALMON
7.66,16.51,3.22,9.91,0.007,TROUT
7.87,29.53,33.7,5.57,0.026,TILAPIA
7.12,27.13,22.13,5.81,0.039,CARP
8.76,27.29,37.33,6.03,0.04,TILAPIA
7.41,14.94,4.76,8.69,0.003,TROUT
7.52,22.38,34.56,3.37,0.019,CATFISH
7.28,17.06,7.75,9.64,0.006,TROUT
8.19,20.66,29.3,4.39,0.001,CARP
8.58,25.69,37.18,5.89,0.028,TILAPIA
6.95,11.76,8.05,7.12,0.003,TROUT
7.2,16.74,6.75,8.65,0.003,TROUT
7.67,25.24,29.35,6.84,0.024,ROHU
7.4,28.85,29.13,6.27,0.044,ROHU
7.9,26.12,9.66,6.59,0.013,SHRIMP
8.28,27.37,19.4,4.57,0.001,ROHU
7.38,22.63,35.13,3.91,0.073,CATFISH
7.94,26.43,11.21,7.7,0.017,CARP
8.55,24.22,48.64,3.5,0.047,TILAPIA
7.31,27.44,50.05,3.37,0.061,CATFISH
7.05,12.89,3.54,8.42,0.001,TROUT
8.29,26.4,15.27,5.39,0.021,ROHU
8.48,20.42,11.03,5.7,0.045,CARP
6.95,10.5,1.73,7.01,0.008,TROUT
7.33,26.45,68.68,3.22,0.025,CATFISH
7.16,16.44,7.87,7.6,0.005,TROUT
7.2,19.49,17.1,6.65,0.024,CARP
7.39,20.58,16.44,5.59,0.041,CARP
7.45,19.59,23.01,4.34,0.002,CARP
8.34,28.33,33.65,4.78,0.001,ROHU
7.29,21.36,22.87,5.51,0.038,ROHU
7.91,27.45,5.01,7.5,0.015,SHRIMP
7.59,29.39,8.54,5.22,0.008,SHRIMP
7.45,21.83,19.78,5.92,0.022,ROHU
7.08,25.73,36.46,2.83,0.026,CATFISH
6.88,10.2,3.51,7.64,0.009,TROUT
7.96,19.44,33.05,7.31,0.026,CARP
7.52,26.36,16.59,7.87,0.019,SHRIMP
7.8,22.98,22.46,6.63,0.017,ROHU
7.29,16.8,9.24,8.6,0.005,TROUT
8.24,28.37,32.13,6.39,0.018,ROHU
7.4,25.6,15.05,7.32,0.047,ROHU
7.63,19.79,24.77,7.17,0.03,CARP
7.85,27.25,11.56,5.74,0.006,SHRIMP
8.1,26.78,24.53,5.82,0.04,CARP
7.83,29.3,16.35,5.41,0.012,SHRIMP
7.69,25.72,25.71,5.08,0.003,ROHU
7.26,14.18,1.11,8.93,0.01,SALMON
7.52,28.61,37.3,6.22,0.044,ROHU
7.59,26.11,21.58,7.71,0.008,CARP
7.31,10.83,2.21,9.96,0.006,SALMON
8.25,24.4,63.84,4.21,0.087,CATFISH
8.06,25.79,47.71,4.97,0.01,TILAPIA
8.2,12.09,4.48,10.69,0.004,SALMON
8.43,26.79,40.21,7.44,0.002,ROHU
7.44,24.75,42.51,7.45,0.045,ROHU
7.33,22.91,19.96,7.26,0.026,ROHU
8.49,25.24,8.86,7.8,0.007,SHRIMP
7.08,8.68,4.03,10.38,0.001,SALMON
7.15,17.98,8.86,9.59,0.006,TROUT
7.61,26.76,10.18,5.95,0.016,SHRIMP
8.27,24.43,27.0,4.58,0.034,ROHU
7.28,25.11,17.3,3.9,0.043,TILAPIA
8.19,22.63,57.19,5.24,0.085,CATFISH
7.35,26.26,35.41,5.71,0.003,ROHU
7.56,26.07,48.12,5.63,0.015,CATFISH
7.96,24.48,26.63,6.52,0.043,CARP
8.32,26.41,15.81,6.81,0.001,SHRIMP
7.96,30.37,14.55,6.33,0.009,SHRIMP
7.01,27.48,31.72,7.13,0.046,CARP
7.6,25.95,7.83,7.46,0.007,SHRIMP
8.1,27.65,26.58,6.22,0.024,CARP
7.2,23.75,30.09,5.35,0.097,CATFISH
7.06,29.58,44.07,6.08,0.017,ROHU
8.46,9.06,3.85,10.2,0.003,SALMON
8.45,28.52,10.77,3.53,0.029,TILAPIA
7.73,29.74,5.12,6.39,0.017,SHRIMP
7.28,13.58,0.1,9.18,0.002,SALMON
8.45,25.95,6.32,5.18,0.002,SHRIMP
6.32,23.44,88.28,4.11,0.036,CATFISH
7.08,27.71,28.0,6.46,0.043,CARP
6.37,23.25,56.88,3.83,0.088,CATFISH
7.14,12.28,3.94,9.81,0.008,SALMON
7.13,26.53,14.44,5.26,0.008,TILAPIA
7.29,26.99,40.87,6.93,0.038,ROHU
7.6,28.98,28.04,5.1,0.049,ROHU
6.92,10.55,3.07,9.54,0.006,SALMON
6.77,16.04,4.46,9.8,0.005,TROUT
7.47,29.31,40.86,6.51,0.004,ROHU
8.79,26.91,10.91,6.18,0.044,TILAPIA
8.17,30.56,33.43,5.84,0.005,TILAPIA
8.08,29.19,27.5,6.81,0.036,ROHU
7.27,20.96,39.74,5.73,0.003,CARP
6.69,28.98,56.0,4.43,0.04,CATFISH
7.54,17.73,8.93,9.96,0.007,TROUT
8.12,14.0,1.57,8.99,0.005,SALMON
7.4,10.04,1.11,10.89,0.008,SALMON
7.72,11.72,3.14,10.65,0.005,SALMON
7.09,29.4,87.01,3.21,0.071,CATFISH
7.62,28.6,21.38,6.89,0.041,ROHU
8.27,25.31,20.19,5.24,0.006,ROHU
7.35,24.15,44.64,4.73,0.014,TILAPIA
7.26,14.13,5.26,7.33,0.01,TROUT
8.2,25.35,11.65,7.7,0.015,SHRIMP
7.74,27.9,16.6,5.69,0.019,SHRIMP
7.48,20.39,33.6,5.74,0.017,CARP
6.38,24.11,54.13,3.41,0.059,CATFISH
7.36,26.97,33.26,6.37,0.029,ROHU
6.6,24.76,85.39,3.26,0.067,CATFISH
8.44,28.63,7.72,7.31,0.013,SHRIMP
7.71,13.46,2.55,9.8,0.006,TROUT
8.16,24.59,45.36,4.68,0.037,CATFISH
8.0,29.11,10.19,7.07,0.008,SHRIMP
6.61,22.01,69.27,3.52,0.017,CATFISH
7.34,17.3,1.67,8.59,0.004,TROUT
8.31,21.22,10.26,6.63,0.043,CARP
7.6,24.97,51.84,4.73,0.083,CATFISH
7.63,19.44,25.15,7.62,0.03,CARP
7.83,21.27,10.71,7.65,0.04,CARP
7.56,20.01,16.92,7.08,0.025,ROHU
6.83,11.31,3.23,8.77,0.009,SALMON
8.19,24.27,15.52,6.41,0.016,TILAPIA
7.66,27.07,14.23,5.24,0.003,SHRIMP
7.3,13.31,3.71,7.01,0.0,TROUT
6.97,23.14,72.91,2.98,0.052,CATFISH
7.76,30.45,12.82,7.41,0.01,SHRIMP
7.49,26.41,14.5,7.36,0.032,CARP
7.65,23.27,21.42,6.06,0.007,CARP
7.04,10.01,5.29,8.78,0.007,TROUT
8.49,29.5,8.81,6.48,0.001,SHRIMP
6.65,27.81,29.19,3.15,0.029,TILAPIA
8.44,25.52,9.18,7.23,0.011,SHRIMP
7.05,16.92,6.5,9.6,0.007,TROUT
8.08,14.38,1.15,10.22,0.008,SALMON
7.98,27.9,43.01,7.12,0.034,ROHU
7.87,12.97,0.98,9.33,0.004,SALMON
7.91,27.71,11.92,7.53,0.009,SHRIMP
7.36,20.29,35.73,7.46,0.015,ROHU
7.34,27.65,11.3,6.56,0.001,CARP
7.07,26.66,45.92,3.63,0.042,TILAPIA
8.47,26.75,23.0,6.77,0.029,ROHU
8.1,22.76,33.3,7.04,0.042,ROHU
6.85,17.0,6.94,8.13,0.009,TROUT
7.31,16.43,8.78,9.17,0.005,TROUT
7.26,25.88,19.08,4.36,0.036,CARP
8.17,28.71,17.18,6.79,0.021,ROHU
7.83,28.82,19.65,7.4,0.007,SHRIMP
8.39,27.77,19.2,7.93,0.004,SHRIMP
6.83,25.91,36.49,2.99,0.097,CATFISH
7.99,22.86,83.3,3.94,0.099,CATFISH
6.81,11.28,0.98,8.74,0.009,TROUT
7.73,14.6,3.4,8.56,0.0,SALMON
7.04,23.83,31.66,5.26,0.008,ROHU
6.52,16.71,1.77,7.23,0.007,TROUT
7.86,28.12,16.01,7.47,0.013,SHRIMP
7.98,25.99,5.58,7.96,0.014,SHRIMP
8.04,27.87,16.59,7.22,0.014,SHRIMP
8.65,30.09,29.45,4.91,0.042,TILAPIA
8.34,26.18,31.67,6.52,0.008,ROHU
8.16,23.25,28.15,6.84,0.036,CARP
8.69,28.06,33.1,3.94,0.04,TILAPIA
8.08,31.48,26.96,3.4,0.032,TILAPIA
7.66,21.82,22.77,6.26,0.02,ROHU
7.33,10.93,4.53,10.23,0.006,SALMON
7.45,29.69,82.46,3.35,0.044,CATFISH
8.56,30.63,33.96,4.44,0.002,TILAPIA
6.88,31.22,11.5,4.6,0.037,TILAPIA
6.58,12.0,1.41,7.51,0.007,TROUT
8.04,23.52,38.24,4.98,0.001,ROHU
8.42,18.13,25.75,7.1,0.037,CARP
7.17,22.22,34.64,6.66,0.011,CARP
6.92,13.78,3.59,10.0,0.004,SALMON
8.23,11.26,0.15,9.78,0.001,SALMON
7.8,11.74,7.62,9.5,0.008,TROUT
7.58,22.9,33.85,6.5,0.039,ROHU
7.43,26.93,34.51,5.11,0.035,ROHU
7.6,26.47,74.19,5.93,0.081,CATFISH
7.83,25.83,30.76,5.85,0.003,TILAPIA
6.73,8.22,2.08,8.85,0.003,SALMON
7.97,24.72,16.98,6.66,0.023,TILAPIA
7.63,10.36,8.41,9.01,0.001,TROUT
8.43,9.97,4.91,10.46,0.003,SALMON
7.91,24.9,18.05,5.25,0.035,TILAPIA
7.75,24.56,30.9,7.9,0.038,CARP
6.98,22.94,34.12,4.17,0.067,CATFISH
6.68,31.32,15.11,3.35,0.006,TILAPIA
7.69,31.38,32.01,6.2,0.047,TILAPIA
7.74,29.06,41.8,5.22,0.027,ROHU
7.73,28.47,23.24,5.78,0.03,ROHU
7.65,11.58,4.57,9.14,0.006,SALMON
7.13,15.3,4.71,7.2,0.002,TROUT
7.08,25.68,10.72,6.42,0.022,CARP
7.85,30.62,36.89,4.79,0.017,TILAPIA
7.55,26.05,43.39,6.67,0.023,ROHU
7.76,22.57,75.16,4.2,0.064,CATFISH
6.61,27.02,90.29,5.97,0.073,CATFISH
7.18,24.91,38.27,6.32,0.01,CARP
8.03,26.01,25.24,5.9,0.047,CARP
7.13,11.94,3.43,8.62,0.0,TROUT
7.77,26.37,37.32,4.75,0.001,ROHU
6.89,14.17,4.66,7.24,0.008,TROUT
8.05,21.55,43.87,7.49,0.032,ROHU
8.42,13.56,1.22,9.89,0.001,SALMON
7.12,25.49,50.17,5.25,0.041,CATFISH
7.75,27.31,8.26,6.58,0.006,SHRIMP
8.05,23.89,25.6,4.76,0.029,ROHU
6.61,28.22,75.41,4.28,0.009,CATFISH
7.64,21.61,35.72,7.39,0.004,ROHU
7.48,8.47,1.18,10.82,0.003,SALMON
7.86,16.28,0.9,7.66,0.009,TROUT
8.3,25.29,37.28,2.68,0.097,CATFISH
7.84,14.05,6.09,8.24,0.001,TROUT
7.15,25.91,21.31,4.98,0.016,CARP
7.38,26.77,15.51,6.06,0.04,CARP
7.92,15.43,5.9,9.34,0.005,TROUT
7.75,26.64,40.6,3.25,0.023,CATFISH
6.81,12.3,0.24,9.78,0.008,SALMON
8.37,9.82,2.95,10.28,0.005,SALMON
7.25,28.56,62.05,3.19,0.047,CATFISH
7.42,14.83,0.18,9.89,0.004,SALMON
7.06,31.96,33.04,5.34,0.042,TILAPIA
7.03,17.26,3.43,9.7,0.002,TROUT
6.89,12.62,5.96,7.84,0.009,TROUT
7.55,8.26,3.42,10.66,0.007,SALMON
7.16,26.55,29.55,6.17,0.044,TILAPIA
8.33,20.58,24.18,6.79,0.049,CARP
7.93,14.1,7.94,8.58,0.009,TROUT
6.55,24.06,18.97,5.05,0.048,TILAPIA
7.73,13.73,5.61,9.77,0.008,TROUT
8.2,25.02,14.72,6.28,0.013,SHRIMP
7.11,27.14,25.75,5.36,0.045,TILAPIA
6.72,31.65,21.35,3.89,0.013,TILAPIA
7.09,23.4,10.54,6.99,0.038,CARP
7.66,11.53,4.34,9.09,0.006,TROUT
7.91,12.57,3.02,10.97,0.005,SALMON
7.21,24.2,11.34,5.55,0.021,CARP
7.01,24.79,29.94,4.27,0.016,CARP
7.13,24.87,87.44,5.59,0.021,CATFISH
8.1,26.01,52.71,2.68,0.061,CATFISH
7.06,22.45,27.91,4.69,0.033,CARP
6.72,12.45,9.81,7.33,0.002,TROUT
6.16,29.62,66.53,3.36,0.037,CATFISH
7.95,21.99,11.43,5.17,0.043,CARP
7.46,27.25,14.81,3.18,0.043,TILAPIA
8.34,22.07,68.91,5.27,0.006,CATFISH
6.98,26.96,77.28,4.99,0.061,CATFISH
7.61,20.63,20.7,7.14,0.041,ROHU
7.57,24.4,25.38,6.46,0.001,ROHU
7.25,30.98,28.18,6.11,0.041,TILAPIA
7.57,18.62,34.33,5.02,0.048,CARP
8.22,27.77,5.42,5.19,0.02,SHRIMP
7.09,26.3,15.53,6.54,0.004,ROHU
7.37,26.23,12.6,5.49,0.019,CARP
7.53,26.02,13.28,4.3,0.035,TILAPIA
6.7,10.81,9.24,9.94,0.002,TROUT
7.93,29.46,29.98,5.99,0.039,ROHU
8.35,30.14,7.76,7.9,0.013,SHRIMP
8.95,30.98,23.21,4.23,0.036,TILAPIA
7.8,16.74,2.62,9.47,0.003,TROUT
7.17,10.81,8.95,8.64,0.005,TROUT
7.78,29.14,36.65,2.94,0.016,CATFISH
8.01,25.95,5.61,7.18,0.005,SHRIMP
7.73,10.95,3.17,7.48,0.001,TROUT
8.37,25.61,18.19,6.98,0.016,ROHU
8.09,29.25,21.58,5.74,0.015,ROHU
7.88,28.88,42.92,6.17,0.034,ROHU
7.26,24.36,35.44,6.33,0.011,ROHU
7.01,21.54,29.86,6.21,0.006,ROHU
8.16,25.6,9.66,7.65,0.01,SHRIMP
8.3,30.24,9.59,5.58,0.005,SHRIMP
7.81,28.79,10.82,4.56,0.016,TILAPIA
7.33,28.89,35.88,6.24,0.045,TILAPIA
6.24,27.71,70.17,3.55,0.037,CATFISH
7.76,19.24,32.59,6.59,0.004,CARP
7.73,21.56,14.19,6.52,0.037,CARP
7.69,17.85,9.41,8.5,0.005,TROUT
7.08,25.33,54.1,3.0,0.038,CATFISH
8.28,30.62,7.07,6.56,0.016,SHRIMP
6.82,28.23,42.37,4.01,0.042,TILAPIA
8.15,13.57,3.72,9.18,0.006,SALMON
6.8,25.48,33.05,2.86,0.083,CATFISH
7.17,20.7,30.32,4.74,0.026,CARP
7.51,19.13,38.18,7.68,0.037,CARP
7.57,26.99,29.25,5.76,0.034,ROHU
8.3,23.72,62.39,4.09,0.018,CATFISH
7.56,14.02,2.8,9.32,0.009,SALMON
7.26,24.91,33.36,5.54,0.01,TILAPIA
7.37,24.78,49.21,3.85,0.017,TILAPIA
8.01,25.65,85.8,4.07,0.022,CATFISH
8.16,29.04,38.64,6.08,0.005,TILAPIA
7.6,13.81,4.27,8.37,0.004,TROUT
7.95,25.4,16.68,5.01,0.026,CARP
8.08,27.22,5.22,5.36,0.002,SHRIMP
6.72,29.21,53.45,3.18,0.054,CATFISH
7.53,13.24,9.93,8.72,0.007,TROUT
7.91,16.5,2.62,9.41,0.007,TROUT
7.57,23.72,23.75,4.74,0.039,ROHU
7.53,27.65,37.11,3.83,0.061,CATFISH
7.25,16.84,5.72,8.89,0.008,TROUT
7.49,22.65,92.22,5.4,0.047,CATFISH
8.19,8.93,3.84,8.43,0.002,SALMON
8.97,25.18,22.12,6.31,0.039,TILAPIA
6.99,10.94,9.84,7.75,0.008,TROUT
7.32,12.97,0.4,9.46,0.006,TROUT
6.49,28.29,93.96,4.5,0.076,CATFISH
7.24,21.86,34.3,5.81,0.006,CARP
6.83,14.36,2.07,8.72,0.002,SALMON
8.04,27.15,34.4,4.18,0.007,TILAPIA
7.27,25.19,33.56,6.94,0.017,CARP
7.97,25.91,8.01,5.08,0.007,SHRIMP
6.56,10.73,5.52,9.52,0.001,TROUT
8.8,24.91,46.14,4.09,0.011,TILAPIA
6.83,13.53,3.56,8.47,0.002,TROUT
7.33,19.73,34.2,4.55,0.004,CARP
8.91,30.96,13.47,4.82,0.035,TILAPIA
8.45,26.61,38.79,6.68,0.049,CARP
7.8,16.23,5.21,9.46,0.007,TROUT
7.45,21.97,23.94,7.59,0.044,CARP
6.96,9.9,3.16,8.1,0.009,SALMON
7.77,30.18,16.47,7.02,0.003,SHRIMP
7.7,27.61,13.89,7.42,0.015,CARP
8.09,29.3,13.96,5.15,0.007,SHRIMP
7.7,28.4,43.49,4.7,0.024,ROHU
7.33,20.12,19.78,4.59,0.012,ROHU
7.43,20.69,33.09,7.37,0.017,CARP
8.19,29.47,16.55,6.17,0.011,SHRIMP
8.42,27.01,26.27,5.67,0.005,ROHU
7.85,14.67,3.24,9.95,0.008,SALMON
7.1,8.02,2.58,10.39,0.003,SALMON
7.84,11.22,1.16,10.79,0.006,SALMON
7.68,16.1,1.87,8.25,0.008,TROUT
7.65,24.45,34.17,3.08,0.04,CATFISH
7.97,25.11,7.66,6.5,0.006,SHRIMP
7.92,28.26,54.6,2.8,0.099,CATFISH
7.47,29.46,41.27,6.23,0.017,TILAPIA
8.09,28.46,28.19,7.21,0.037,ROHU
8.17,25.16,7.16,6.63,0.012,SHRIMP
7.17,25.3,28.54,6.83,0.025,ROHU
7.9,13.38,5.85,7.62,0.009,TROUT
7.25,26.05,33.58,6.9,0.006,CARP
8.25,25.82,41.53,5.54,0.029,ROHU
8.0,28.83,35.97,5.3,0.02,TILAPIA
8.15,30.0,17.2,7.76,0.003,SHRIMP
7.89,28.98,13.51,5.9,0.009,SHRIMP
8.12,19.37,11.68,5.02,0.005,CARP
8.46,23.19,34.9,6.66,0.005,CARP
7.12,14.77,4.03,9.27,0.004,SALMON
7.56,27.11,25.53,4.0,0.035,CARP
7.95,20.04,17.95,6.79,0.029,ROHU
8.27,26.41,15.47,7.7,0.012,SHRIMP
7.59,28.94,7.34,6.57,0.012,SHRIMP
7.93,15.04,4.11,9.39,0.002,TROUT
7.1,25.21,25.01,4.7,0.004,CARP
8.34,12.74,1.21,10.68,0.001,SALMON
8.18,29.88,17.03,7.17,0.016,ROHU
7.86,27.3,91.29,4.5,0.019,CATFISH
8.26,26.35,18.86,5.29,0.034,ROHU
8.35,28.26,13.02,7.05,0.016,SHRIMP
8.48,27.54,35.54,5.1,0.029,ROHU
7.59,30.48,14.31,7.97,0.005,SHRIMP
7.95,12.39,0.96,8.9,0.004,TROUT
7.31,18.52,32.66,7.31,0.019,CARP
6.95,13.9,4.97,7.07,0.009,TROUT
7.23,11.73,1.64,10.46,0.009,SALMON
8.47,10.39,0.72,8.28,0.001,SALMON
7.78,27.35,6.65,7.46,0.012,SHRIMP
8.26,22.41,85.15,3.58,0.018,CATFISH
7.38,29.9,42.35,5.29,0.049,ROHU
8.56,24.86,46.13,5.4,0.029,TILAPIA
8.79,26.93,10.37,5.37,0.018,TILAPIA
7.17,26.53,20.08,7.09,0.035,ROHU
7.1,22.2,29.91,4.02,0.024,CARP
7.8,26.27,11.22,5.03,0.018,SHRIMP
7.12,24.92,49.84,4.89,0.002,TILAPIA
6.29,27.63,94.35,2.8,0.012,CATFISH
7.52,26.59,11.08,6.29,0.001,SHRIMP
7.19,26.17,81.15,5.81,0.05,CATFISH
7.85,12.6,9.87,8.2,0.01,TROUT
8.29,13.15,0.64,10.14,0.003,SALMON
8.34,26.52,38.02,6.06,0.016,CARP
7.1,27.44,42.46,3.31,0.04,TILAPIA
7.29,12.64,2.19,8.01,0.005,SALMON
8.53,24.45,21.35,5.07,0.044,TILAPIA
7.38,15.41,8.62,7.08,0.005,TROUT
7.3,21.85,24.12,4.15,0.044,CARP
8.14,25.87,31.46,2.86,0.062,CATFISH
7.43,14.38,9.57,9.39,0.001,TROUT
7.5,27.48,27.98,6.48,0.049,ROHU
8.31,29.98,5.88,6.92,0.019,SHRIMP
6.56,11.97,3.21,8.3,0.01,TROUT
7.25,20.03,22.72,4.24,0.048,CARP
6.51,10.26,1.17,9.09,0.004,SALMON
7.63,30.41,12.86,5.8,0.012,SHRIMP
8.47,25.12,6.5,5.53,0.009,SHRIMP
7.61,26.43,46.93,6.64,0.002,TILAPIA
8.31,30.41,9.27,6.64,0.004,SHRIMP
8.43,29.04,40.09,4.76,0.012,TILAPIA
8.36,30.49,16.33,6.77,0.005,SHRIMP
7.81,29.66,8.79,7.92,0.016,SHRIMP
7.55,28.2,11.46,4.24,0.038,TILAPIA
7.53,26.74,9.22,7.95,0.003,SHRIMP
8.24,11.28,3.35,10.42,0.004,SALMON
8.34,27.82,15.71,5.54,0.019,SHRIMP
7.05,26.31,16.11,4.63,0.023,TILAPIA
7.86,29.03,25.19,4.63,0.022,ROHU
7.28,26.22,38.7,5.17,0.039,CARP
7.5,28.6,11.16,7.28,0.015,SHRIMP
6.51,27.21,59.93,4.72,0.043,CATFISH
8.07,23.26,98.73,4.89,0.078,CATFISH
6.8,26.49,29.27,3.19,0.042,TILAPIA
6.54,11.09,3.24,9.77,0.0,TROUT
7.0,13.71,4.92,7.07,0.005,TROUT
7.49,29.75,23.41,6.94,0.026,ROHU
7.65,13.18,4.36,7.43,0.003,TROUT
8.23,29.78,17.22,5.11,0.003,SHRIMP
7.83,27.15,58.72,5.71,0.033,CATFISH
6.31,22.67,42.65,4.24,0.002,CATFISH
7.87,30.43,5.66,6.3,0.015,SHRIMP
6.69,24.68,46.51,5.93,0.063,CATFISH
7.13,26.41,32.48,7.06,0.002,ROHU
6.92,26.62,38.65,4.76,0.046,TILAPIA
7.89,24.93,40.05,6.01,0.023,ROHU
8.21,18.78,10.23,7.46,0.044,CARP
6.8,26.61,40.79,4.72,0.083,CATFISH
7.49,14.76,5.83,7.56,0.002,TROUT
7.36,26.96,29.4,6.28,0.032,ROHU
6.6,31.61,38.92,4.99,0.028,TILAPIA
7.6,26.28,35.25,5.04,0.039,TILAPIA
6.37,25.92,44.18,3.59,0.013,CATFISH
7.93,20.46,30.11,6.08,0.002,ROHU
6.97,14.02,5.83,8.83,0.005,TROUT
6.59,17.84,2.44,8.91,0.004,TROUT
8.06,24.27,22.61,5.34,0.05,CARP
7.3,25.29,99.26,5.31,0.031,CATFISH
7.41,27.03,17.45,5.04,0.038,TILAPIA
8.12,19.82,18.59,6.9,0.004,CARP
8.72,26.79,23.08,3.32,0.049,TILAPIA
7.74,10.99,3.85,7.15,0.007,TROUT
6.86,14.26,2.68,10.14,0.005,SALMON
7.97,27.9,28.21,5.2,0.046,ROHU
6.72,28.05,34.09,6.73,0.015,TILAPIA
7.75,21.76,14.5,5.47,0.004,CARP
7.65,20.55,23.98,4.08,0.005,CARP
8.07,12.11,3.23,9.64,0.008,SALMON
7.88,22.91,24.02,5.68,0.004,CARP
7.93,9.97,3.25,8.35,0.0,SALMON
8.48,13.26,3.75,9.25,0.006,SALMON
8.11,18.6,22.52,7.33,0.049,CARP
7.68,24.64,18.45,3.63,0.028,TILAPIA
6.62,25.76,43.68,6.89,0.015,TILAPIA
7.98,27.34,15.26,5.04,0.013,SHRIMP
6.72,18.0,6.51,9.4,0.004,TROUT
8.9,31.55,35.76,6.61,0.038,TILAPIA
8.11,11.49,2.37,8.31,0.005,SALMON
7.46,22.47,91.02,5.57,0.085,CATFISH
7.17,27.9,26.83,5.08,0.016,CARP
7.86,28.39,8.13,5.57,0.014,SHRIMP
8.34,30.48,13.64,7.52,0.019,SHRIMP
7.08,22.9,56.96,4.78,0.097,CATFISH
6.5,11.57,3.83,8.38,0.005,SALMON
7.27,23.69,80.49,5.78,0.039,CATFISH
8.84,30.47,31.2,3.57,0.011,TILAPIA
7.49,10.78,6.98,9.7,0.0,TROUT
7.71,12.97,1.93,10.46,0.005,SALMON
7.89,28.4,44.19,6.04,0.002,TILAPIA
7.62,28.21,5.67,7.02,0.005,SHRIMP
7.46,28.41,31.82,4.03,0.099,CATFISH
7.5,27.59,59.07,3.82,0.016,CATFISH
8.03,28.56,41.92,6.32,0.0,ROHU
8.13,29.85,14.9,7.09,0.011,SHRIMP
7.33,27.24,69.64,3.06,0.027,CATFISH
8.23,29.1,19.99,7.39,0.013,SHRIMP
